date,ABBV,CVX,FCX,JPM,KO,MPC,MSFT,SPY,XOM
2016-12,41.922542572021484,78.65115356445312,11.879383087158203,66.83242797851562,30.8489990234375,37.76359176635742,55.65562057495117,192.49557495117188,59.499393463134766
2017-01,41.32442855834961,74.40782928466797,14.995584487915039,65.909423828125,30.93083953857422,36.03853988647461,57.90370559692383,195.940185546875,55.30031967163086
2017-02,41.81806182861328,75.8958969116211,12.06851577758789,70.57440185546875,31.221019744873047,37.46934509277344,57.651023864746094,203.63902282714844,54.096336364746094
2017-03,44.06315994262695,72.4350357055664,12.032492637634277,68.40931701660156,31.856882095336914,38.17945098876953,59.345035552978516,203.89352416992188,54.555335998535156
2017-04,45.034236907958984,71.9830322265625,11.483102798461914,68.14444732666016,32.38984298706055,38.48162078857422,61.68785095214844,205.91741943359375,54.31586456298828
2017-05,45.088863372802734,70.5208511352539,10.348301887512207,64.34559631347656,34.131317138671875,39.58313751220703,63.29206466674805,208.82350158691406,54.05653762817383
2017-06,49.521263122558594,71.10015869140625,10.816633224487305,71.5908432006836,33.94297790527344,39.80373001098633,62.46738052368164,210.1547393798828,54.21100616455078
2017-07,48.17475509643555,74.41218566894531,13.167291641235352,72.29967498779297,34.69221115112305,42.58763885498047,65.88390350341797,214.4742889404297,53.74766540527344
2017-08,51.88898468017578,74.07915496826172,13.311395645141602,71.58296966552734,34.472740173339844,40.20331954956055,68.12085723876953,215.10011291503906,51.753170013427734
2017-09,61.23313522338867,80.87995910644531,12.644925117492676,75.2215805053711,34.33510971069336,42.98573303222656,67.86576080322266,219.4342041015625,55.58397674560547
2017-10,62.62483215332031,79.7717056274414,12.590887069702148,79.70143127441406,35.07505798339844,45.79115295410156,75.78296661376953,224.60498046875,56.51285934448242
2017-11,67.253173828125,82.67229461669922,12.536845207214355,82.79885864257812,35.20111083984375,48.313743591308594,77.07005310058594,231.47024536132812,56.99481964111328
2017-12,67.10748291015625,86.97996520996094,17.076051712036133,84.71593475341797,35.28570556640625,50.89799118041992,78.32447052001953,234.27752685546875,57.234317779541016
2018-01,78.4284896850586,87.09112548828125,17.562393188476562,92.10900115966797,36.60085678100586,53.43594741821289,86.99566650390625,247.4811248779297,59.73884582519531
2018-02,80.9514389038086,78.53425598144531,16.751821517944336,91.9736099243164,33.23994445800781,49.753780364990234,86.26358795166016,238.48260498046875,52.358375549316406
2018-03,66.14913940429688,80.0218505859375,15.824162483215332,87.57006072998047,33.696292877197266,56.78270721435547,83.96372985839844,231.9457550048828,51.57722091674805
2018-04,68.17595672607422,87.78968811035156,13.736869812011719,87.06172180175781,33.525611877441406,58.180721282958984,86.03360748291016,233.14447021484375,53.74787139892578
2018-05,69.86357116699219,87.98190307617188,15.26318359375,85.64510345458984,33.3626823425293,61.743160247802734,91.32184600830078,238.81201171875,56.729732513427734
2018-06,65.42208862304688,89.4895248413086,15.588318824768066,83.39612579345703,34.333003997802734,54.81336212158203,91.10934448242188,240.1853790283203,57.77019119262695
2018-07,65.79060363769531,89.37628936767578,14.944847106933594,92.49980163574219,36.50132369995117,63.1494255065918,98.01114654541016,249.08335876464844,56.918270111083984
2018-08,68.46562957763672,84.65210723876953,12.725764274597168,92.20207977294922,34.88878631591797,64.66136169433594,104.18514251708984,257.0340881347656,56.55996322631836
2018-09,67.46695709228516,87.38188934326172,12.608016014099121,90.8019027709961,36.46445083618164,62.838375091552734,106.07723999023438,258.56231689453125,59.981658935546875
2018-10,56.12696838378906,79.78564453125,10.591995239257812,88.34227752685547,37.79860305786133,55.35779571533203,99.06541442871094,240.69454956054688,56.21429443359375
2018-11,67.96519470214844,85.8257827758789,10.855661392211914,90.10071563720703,40.102630615234375,51.575199127197266,103.29387664794922,245.1592559814453,56.655860900878906
2018-12,66.46558380126953,78.50167083740234,9.37369155883789,79.10452270507812,37.675785064697266,46.707366943359375,94.61231231689453,223.5733642578125,48.59577941894531
2019-01,58.59608840942383,82.73017120361328,10.628719329833984,84.55036163330078,38.29642868041992,52.44586944580078,97.27640533447266,241.47393798828125,52.22315979003906
2019-02,57.829795837402344,87.15499114990234,11.779253005981445,85.2529067993164,36.076454162597656,49.48447799682617,104.80146789550781,249.301513671875,56.946189880371094
2019-03,58.815032958984375,89.77883911132812,11.770122528076172,82.69598388671875,37.611392974853516,47.76078414916992,110.33015441894531,253.81393432617188,58.221595764160156
2019-04,58.70747375488281,87.50483703613281,11.282580375671387,95.52803039550781,39.377193450927734,48.57475662231445,122.17326354980469,264.182861328125,57.84688949584961
2019-05,56.725677490234375,83.79513549804688,8.899582862854004,87.2223129272461,39.43337631225586,37.08342742919922,116.12803649902344,247.3356170654297,51.578857421875
2019-06,53.7751350402832,91.58953094482422,10.640999794006348,92.02958679199219,41.18914031982422,45.058109283447266,125.78035736083984,264.5468444824219,55.849761962890625
2019-07,50.01552200317383,90.61061096191406,10.18277645111084,96.16289520263672,42.572357177734375,45.46933364868164,127.94924926757812,268.5466003417969,54.19533157348633
2019-08,49.354854583740234,87.53419494628906,8.46109676361084,91.0728759765625,44.52180099487305,40.1246452331543,129.8732452392578,264.05029296875,50.530426025390625
2019-09,56.847412109375,88.18855285644531,8.810956001281738,97.56388092041016,44.35841751098633,49.534080505371094,130.97547912597656,269.18817138671875,52.10212326049805
2019-10,60.59367752075195,86.35932159423828,9.091862678527832,104.38704681396484,44.35028076171875,52.143280029296875,135.06399536132812,275.1383972167969,49.858951568603516
2019-11,66.82444763183594,87.95366668701172,10.536188125610352,110.10275268554688,43.836036682128906,49.85378646850586,143.0952911376953,285.09796142578125,50.878440856933594
2019-12,67.4414291381836,90.49172973632812,12.147172927856445,116.48698425292969,45.43678665161133,49.533164978027344,149.06935119628906,293.38165283203125,52.11063003540039
2020-01,62.547157287597656,80.45211029052734,10.315071105957031,111.314208984375,47.94053649902344,44.80592727661133,160.91360473632812,293.26318359375,46.3902587890625
2020-02,66.16783142089844,70.9088134765625,9.25568675994873,97.64802551269531,43.909912109375,39.37680435180664,153.56178283691406,270.0467834472656,38.96610641479492
2020-03,58.81840133666992,55.04663848876953,6.272678375244141,75.71484375,36.643375396728516,19.613672256469727,149.48602294921875,236.32566833496094,28.762500762939453
2020-04,64.4045181274414,69.89083862304688,8.20559310913086,81.3706283569336,38.00144958496094,26.638721466064453,169.86485290527344,266.3352355957031,35.201297760009766
2020-05,72.60787963867188,70.68563842773438,8.42862319946289,82.68770599365234,38.6556510925293,29.67210578918457,174.17796325683594,279.0246887207031,35.111637115478516
2020-06,76.92501831054688,68.78167724609375,10.751835823059082,79.92609405517578,37.33559036254883,31.56355857849121,193.43492126464844,283.9731140136719,34.532493591308594
2020-07,75.27056121826172,64.7039566040039,12.006372451782227,82.91859436035156,39.474796295166016,32.2559700012207,194.86070251464844,300.6968994140625,32.493896484375
2020-08,75.95257568359375,65.62894439697266,14.506148338317871,85.96456146240234,41.38835906982422,30.39849281311035,214.8830108642578,321.6844787597656,31.449840545654297
2020-09,69.46525573730469,56.30030059814453,14.534029006958008,82.60111236572266,41.58860397338867,25.152048110961914,200.40057373046875,309.6394958496094,27.032371520996094
2020-10,68.40959930419922,54.345420837402344,16.113813400268555,84.900390625,40.48508834838867,25.289209365844727,192.91163635253906,301.9190673828125,25.68587303161621
2020-11,84.06904602050781,69.17335510253906,21.735994338989258,102.08136749267578,43.80795669555664,33.811805725097656,204.49798583984375,334.76092529296875,30.74898910522461
2020-12,86.1349868774414,67.00721740722656,24.180015563964844,110.03970336914062,46.558685302734375,35.96852111816406,212.47462463378906,347.1632080078125,33.2408332824707
2021-01,83.34442138671875,67.60230255126953,25.0070743560791,112.22769927978516,40.878929138183594,37.53389358520508,221.58807373046875,343.6253967285156,36.160099029541016
2021-02,87.62226867675781,80.46703338623047,31.512086868286133,128.36363220214844,41.59208297729492,48.0523567199707,222.50051879882812,353.1800842285156,44.58991622924805
2021-03,88.01263427734375,84.3213882446289,30.60137939453125,132.7770538330078,45.12281036376953,47.058223724365234,225.7464599609375,369.2142639160156,45.787288665771484
2021-04,91.78269958496094,82.9373550415039,35.12145233154297,134.94529724121094,46.209991455078125,48.958499908447266,241.45877075195312,388.7496032714844,46.94366455078125
2021-05,93.18207550048828,84.5390396118164,39.787559509277344,144.09608459472656,47.33143997192383,54.886470794677734,239.61705017089844,391.3021545410156,48.567771911621094
2021-06,92.72112274169922,85.31282806396484,34.562644958496094,136.4630889892578,46.67032241821289,53.660850524902344,259.98187255859375,400.0780334472656,52.48680877685547
2021-07,96.8011703491211,82.9262924194336,35.55933380126953,133.931640625,49.188838958740234,49.042579650878906,273.42718505859375,409.8450012207031,47.902122497558594
2021-08,100.53006744384766,79.88379669189453,33.963356018066406,141.140869140625,48.56783676147461,53.16771697998047,290.26788330078125,422.0419006347656,46.050933837890625
2021-09,89.78453063964844,83.74713897705078,30.360755920410156,144.4410858154297,45.597354888916016,55.446197509765625,271.0756530761719,402.37237548828125,49.68297576904297
2021-10,96.60157775878906,94.51166534423828,35.27853012084961,150.81539916992188,48.98652648925781,59.142024993896484,318.8638610839844,430.604248046875,54.45530319213867
2021-11,97.11544799804688,94.2512435913086,34.679962158203125,140.9971160888672,45.933441162109375,55.06809616088867,318.4550476074219,427.14447021484375,51.223812103271484
2021-12,114.06514739990234,97.99224853515625,39.02898025512695,140.57106018066406,51.853553771972656,57.90974426269531,323.9747314453125,446.89892578125,52.379432678222656
2022-01,116.51703643798828,109.66615295410156,34.926937103271484,132.7064208984375,53.4299201965332,64.93240356445312,299.5648498535156,423.3288879394531,65.02274322509766
2022-02,125.77783203125,121.50858306884766,44.0574836730957,126.63379669189453,54.50709915161133,70.99101257324219,288.41748046875,410.8335266113281,67.87271118164062
2022-03,137.983642578125,137.39755249023438,46.67560577392578,121.7398910522461,54.71255111694336,77.9469985961914,297.60693359375,426.2768859863281,71.48185729980469
2022-04,126.08283233642578,132.19967651367188,38.171058654785156,107.38395690917969,57.015769958496094,79.551513671875,267.88592529296875,388.86297607421875,73.78409576416016
2022-05,126.5034408569336,148.59225463867188,36.78730010986328,118.96260833740234,55.93034362792969,93.35924530029297,263.0433044433594,389.7407531738281,83.93933868408203
2022-06,131.4736328125,123.1717758178711,27.543407440185547,101.31120300292969,55.91668701171875,75.40096282958984,248.49156188964844,357.6025085449219,74.88088989257812
2022-07,124.34229278564453,139.33604431152344,29.86851692199707,104.70332336425781,57.03662109375,84.06827545166016,271.6252746582031,390.5332946777344,84.75250244140625
2022-08,116.50105285644531,135.69158935546875,28.022441864013672,103.22391510009766,54.8500862121582,92.96830749511719,253.5178680419922,374.5987243652344,84.39292907714844
2022-09,116.2844467163086,123.3380355834961,25.873424530029297,94.84656524658203,50.155635833740234,91.6579818725586,225.81675720214844,339.9686279296875,77.08283233642578
2022-10,128.13699340820312,155.29930114746094,30.157907485961914,115.27373504638672,53.5847053527832,104.84426879882812,225.0701904296875,367.5997619628906,97.83011627197266
2022-11,141.07321166992188,158.58558654785156,37.875823974609375,126.53731536865234,57.35499572753906,113.1054916381836,248.07752990722656,388.0351257324219,99.0893783569336
2022-12,141.44961547851562,155.2808074951172,36.162837982177734,122.80116271972656,57.35499572753906,108.07279205322266,233.1815948486328,365.6734313964844,98.16381072998047
2023-01,130.54791259765625,150.548583984375,42.60380554199219,129.11410522460938,55.29017639160156,119.33600616455078,240.95045471191406,388.66961669921875,103.24552917480469
2023-02,135.9818878173828,140.31527709960938,39.11872863769531,132.24142456054688,53.65815734863281,115.44061279296875,243.12332153320312,378.8974914550781,98.56941986083984
2023-03,140.81503295898438,142.4011993408203,39.06144332885742,120.2119140625,56.359375,125.92926788330078,281.02178955078125,392.9461364746094,98.34522247314453
2023-04,134.75389099121094,147.13160705566406,36.32952117919922,128.5282440185547,58.28556823730469,113.94623565673828,299.50311279296875,399.22344970703125,106.12958526611328
2023-05,123.01912689208984,132.74392700195312,32.908355712890625,126.17601776123047,54.20603561401367,98.65325164794922,320.7995300292969,401.06634521484375,92.4321517944336
2023-06,120.13890838623047,138.67520141601562,38.33238983154297,135.222412109375,55.13154602050781,109.64604949951172,332.66864013671875,427.0552978515625,97.01849365234375
2023-07,134.85935974121094,144.23631286621094,42.94673538208008,147.87144470214844,56.697052001953125,125.08677673339844,328.1553955078125,441.03424072265625,97.00943756103516
2023-08,132.49720764160156,143.34458923339844,38.387550354003906,136.9842529296875,54.77449417114258,134.93663024902344,320.8619079589844,433.8665466308594,101.40715026855469
2023-09,134.39053344726562,150.03579711914062,35.86749267578125,135.75790405273438,51.65641784667969,143.03640747070312,309.10467529296875,413.2862854003906,107.23493194580078
2023-10,128.56008911132812,129.66860961914062,32.62310791015625,131.13909912109375,52.12702560424805,142.95132446289062,330.9940490722656,404.3144226074219,96.53697204589844
2023-11,129.66192626953125,129.11273193359375,36.041873931884766,147.18963623046875,54.35581970214844,141.78070068359375,371.6882629394531,441.2460632324219,94.55742645263672
2023-12,141.117431640625,134.11181640625,41.11207580566406,160.4110565185547,54.81156921386719,140.99191284179688,368.8730163574219,461.3913269042969,92.01724243164062
2024-01,151.13479614257812,132.5563201904297,38.47043228149414,165.4423370361328,55.332435607910156,157.37570190429688,390.00244140625,468.7396545410156,94.62183380126953
2024-02,161.8448028564453,138.16561889648438,36.648193359375,176.5439453125,55.82539749145508,161.6096649169922,406.5067443847656,493.2016906738281,97.08966827392578
2024-03,167.40663146972656,143.373779296875,45.5752067565918,190.05564880371094,57.35948944091797,192.42652893066406,413.4646301269531,509.33026123046875,107.97650146484375
2024-04,150.9131622314453,146.582275390625,48.54899978637695,182.99465942382812,57.91264724731445,173.53724670410156,382.6159362792969,488.7943420410156,109.86217498779297
2024-05,149.61412048339844,149.0081024169922,51.261287689208984,193.3879852294922,59.00020217895508,169.45846557617188,408.7068176269531,513.5174560546875,109.80870819091797
2024-06,159.1529083251953,143.60963439941406,47.2463264465332,193.03485107421875,60.13828659057617,166.4552001953125,440.0345153808594,531.6343994140625,107.8047103881836
